REC_ID,Species,Continent.of.Origin,Country.of.Origin,Harvest.Year,Expiration,Variety,Color,Processing.Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Moisture,Quakers,Category.One.Defects,Category.Two.Defects,country_std,MeanAltitude_m,USD_per_kg,WSS,CQE,AltitudeBand
179,Arabica,Africa,Kenya,2017.0,08/03/18,SL28,Green,Washed,7.33,7.58,7.83,7.75,7.75,7.92,10.0,10.0,10.0,0.11,0,0,4,Kenya,762.0,3.4132938673832114,74.16,21.726813711722535,Low
181,Arabica,South America,Colombia,2016.0,02/20/18,Caturra,Green,Washed,7.58,7.75,7.5,7.83,7.67,8.5,10.0,10.0,10.0,0.0,3,0,5,Colombia,593.0,1.560655169120493,74.33,47.62743331820613,Low
182,Arabica,North America,Honduras,2016.0,04/04/17,Catuai,Green,Washed,7.58,7.92,7.58,7.75,7.92,7.75,10.0,10.0,10.0,0.11,1,0,2,Honduras,684.0,1.230074908331466,75.5,61.378375811609644,Low
184,Arabica,South America,Colombia,2015.0,04/28/16,Caturra,Green,Natural,7.75,7.67,8.0,7.67,8.08,7.83,10.0,10.0,10.0,0.11,0,6,0,Colombia,593.0,1.560655169120493,74.0,47.415983661338004,Low
185,Arabica,South America,Colombia,2013.0,07/19/14,Caturra,Green,Washed,7.75,7.58,7.33,7.83,7.58,8.08,10.0,10.0,10.0,0.0,0,0,0,Colombia,593.0,1.560655169120493,76.15,48.79361021366066,Low
186,Arabica,North America,Mexico,2012.0,07/27/13,Typica,Blue-Green,Washed,8.0,7.75,7.75,7.83,7.5,7.67,10.0,10.0,10.0,0.12,0,0,1,Mexico,1111.0,3.033154552983397,76.0,25.056421844790844,Low
193,Arabica,South America,Colombia,2016.0,08/05/17,Caturra,Green,Natural,7.83,7.58,7.75,7.58,7.67,8.0,10.0,10.0,10.0,0.11,0,0,2,Colombia,593.0,1.560655169120493,75.41,48.31945037704728,Low
194,Arabica,North America,Guatemala,2016.0,05/23/17,Caturra,Green,Washed,7.75,7.75,7.58,7.92,7.75,7.75,10.0,10.0,10.0,0.11,4,0,4,Guatemala,759.0,10.489329404411109,74.5,7.102455946199029,Low
195,Arabica,North America,Guatemala,2015.0,04/06/17,Caturra,Green,Washed,7.75,7.92,7.5,8.08,7.58,7.67,10.0,10.0,10.0,0.1,0,0,1,Guatemala,759.0,10.489329404411109,76.0,7.245458414914446,Low
197,Arabica,South America,Colombia,2015.0,11/18/16,Caturra,Green,Washed,7.67,7.67,7.75,7.75,7.67,7.92,10.0,10.0,10.0,0.11,0,0,3,Colombia,593.0,1.560655169120493,74.93,48.011887239784556,Low
198,Arabica,South America,Colombia,2015.0,10/25/16,Caturra,Green,Washed,7.83,7.67,7.75,7.58,7.92,7.75,10.0,10.0,10.0,0.12,0,4,2,Colombia,593.0,1.560655169120493,73.5,47.09560539335599,Low
199,Arabica,South America,Colombia,2015.0,06/04/16,Other,Green,Washed,7.83,7.75,7.83,7.58,7.67,7.75,10.0,10.0,10.0,0.12,0,0,0,Colombia,593.0,1.560655169120493,76.41,48.960206913011305,Low
200,Arabica,South America,Colombia,2015.0,04/28/16,Caturra,Green,Natural,7.42,7.67,7.83,7.75,7.92,7.83,10.0,10.0,10.0,0.12,0,3,0,Colombia,593.0,1.560655169120493,74.92,48.00547967442491,Low
201,Arabica,Africa,Tanzania,2014.0,12/12/15,Other,Green,Washed,7.83,7.67,7.75,7.83,7.67,7.67,10.0,10.0,10.0,0.12,0,0,7,Tanzania,1020.0,0.4883227176220807,72.92,149.32747826086955,Low
202,Arabica,Africa,Tanzania,2014.0,12/12/15,Other,Green,Washed,7.83,7.75,7.75,7.75,7.67,7.75,10.0,10.0,10.0,0.12,0,0,2,Tanzania,1020.0,0.4883227176220807,75.5,154.6108695652174,Low
203,Arabica,North America,Guatemala,2014.0,08/21/15,Bourbon,Green,Unknown,7.83,7.83,7.5,7.92,7.58,7.75,10.0,10.0,10.0,0.1,0,0,1,Guatemala,759.0,10.489329404411109,75.91,7.23687826679152,Low
204,Arabica,South America,Colombia,2013.0,10/01/14,Caturra,Green,Washed,7.58,7.5,7.75,7.83,7.92,7.83,10.0,10.0,10.0,0.11,0,0,2,Colombia,593.0,1.560655169120493,75.41,48.31945037704728,Low
205,Arabica,North America,United States,2012.0,12/11/13,Hawaiian Kona,Bluish-Green,Natural,7.33,7.92,7.92,7.92,7.92,8.08,10.0,10.0,9.33,0.11,0,1,1,United States,760.0,3.175206100885427,75.42,23.75278882809171,Low
206,Arabica,North America,Mexico,2012.0,09/11/13,Typica,Green,Honey,7.83,7.92,7.67,7.83,7.5,7.75,10.0,10.0,10.0,0.12,0,0,1,Mexico,1111.0,3.033154552983397,76.0,25.056421844790844,Low
207,Arabica,North America,Mexico,2012.0,04/09/13,Bourbon,Green,Washed,7.83,7.83,7.75,7.67,7.83,7.58,10.0,10.0,10.0,0.12,0,0,0,Mexico,1111.0,3.033154552983397,76.49,25.217969827737523,Low
208,Arabica,North America,Mexico,2012.0,04/02/13,Bourbon,Bluish-Green,Washed,7.83,7.92,7.67,7.75,7.5,7.75,10.0,10.0,10.0,0.1,0,0,4,Mexico,1111.0,3.033154552983397,74.42,24.53551202222809,Low
209,Arabica,Africa,Uganda,2012.0,02/12/13,Other,Green,Natural,8.17,7.75,7.58,7.67,7.83,7.58,10.0,10.0,10.0,0.13,0,4,29,Uganda,1100.0,1.4662288807336235,60.08,40.975867267011644,Low
210,Arabica,North America,Guatemala,2017.0,06/01/18,Bourbon,Green,Washed,7.75,7.83,7.58,7.83,7.67,7.75,10.0,10.0,10.0,0.13,0,0,1,Guatemala,759.0,10.489329404411109,75.91,7.23687826679152,Low
211,Arabica,South America,Colombia,2016.0,08/19/17,Caturra,Green,Washed,7.83,7.75,7.58,7.67,7.75,7.83,10.0,10.0,10.0,0.0,0,0,2,Colombia,593.0,1.560655169120493,75.41,48.31945037704728,Low
212,Arabica,North America,Costa Rica,2016.0,08/19/17,Caturra,Bluish-Green,Washed,7.92,7.75,7.67,7.67,7.5,7.67,10.0,10.0,10.0,0.09,0,0,2,Costa Rica,746.0,1.6512292714600734,75.18,45.52971613295305,Low
213,Arabica,North America,Guatemala,2016.0,06/23/17,Caturra,Green,Washed,7.75,7.75,7.58,8.0,7.67,7.83,10.0,10.0,10.0,0.11,0,0,6,Guatemala,759.0,10.489329404411109,73.58,7.014747765386907,Low
214,Arabica,North America,Guatemala,2016.0,06/01/17,Caturra,Green,Washed,7.75,7.92,7.58,7.92,7.67,7.67,10.0,10.0,10.0,0.1,1,0,10,Guatemala,759.0,10.489329404411109,71.51,6.8174043585596324,Low
215,Arabica,North America,Guatemala,2016.0,06/01/17,Bourbon,Green,Washed,7.58,7.83,7.58,7.83,7.83,7.67,10.0,10.0,10.0,0.1,0,0,2,Guatemala,759.0,10.489329404411109,75.32,7.18063062909679,Low
216,Arabica,South America,Colombia,2015.0,08/17/16,Caturra,Bluish-Green,Washed,8.0,7.5,7.5,7.67,8.0,7.83,10.0,10.0,10.0,0.0,0,0,0,Colombia,593.0,1.560655169120493,76.5,49.01787500124807,Low
219,Arabica,North America,Costa Rica,2014.0,04/09/16,Caturra,Blue-Green,Washed,7.67,7.75,7.67,7.75,7.5,8.0,10.0,10.0,10.0,0.0,0,0,0,Costa Rica,746.0,1.6512292714600734,76.34,46.232223059186424,Low
220,Arabica,Africa,Ethiopia,2014.0,03/25/16,Gesha,Green,Natural,7.5,7.92,7.58,7.83,7.75,7.83,10.0,10.0,10.0,0.1,0,0,5,Ethiopia,1330.0,2.4390243902439024,73.91,30.3031,Mid
221,Arabica,Africa,Tanzania,2014.0,12/12/15,Other,Green,Washed,7.92,7.75,7.75,7.75,7.75,7.58,10.0,10.0,10.0,0.13,0,0,0,Tanzania,1020.0,0.4883227176220807,76.5,156.65869565217392,Low
222,Arabica,South America,Colombia,2014.0,10/15/15,Other,Green,Washed,7.67,7.5,7.67,7.42,7.83,8.58,10.0,10.0,10.0,0.12,0,0,4,Colombia,593.0,1.560655169120493,74.66999999999999,47.84529054043389,Low
223,Arabica,North America,Guatemala,2013.0,07/16/15,,Bluish-Green,Washed,7.67,7.75,7.67,7.75,7.75,7.75,10.0,10.0,10.0,0.11,0,0,0,Guatemala,759.0,10.489329404411109,76.34,7.277872307823274,Low
224,Arabica,Africa,Kenya,2013.0,11/07/14,SL28,Green,Washed,7.58,7.75,7.75,7.75,7.75,7.83,10.0,10.0,10.0,0.08,0,0,0,Kenya,762.0,3.4132938673832114,76.41,22.386001020937417,Low
226,Arabica,North America,Guatemala,2013.0,05/09/14,Bourbon,Green,Washed,7.92,7.75,7.67,7.67,7.83,7.92,10.0,10.0,10.0,0.11,0,0,4,Guatemala,759.0,10.489329404411109,74.75999999999999,7.127243040776367,Low
228,Arabica,South America,Colombia,2012.0,10/19/13,Caturra,Green,Washed,7.75,7.75,7.75,7.75,7.83,7.75,10.0,10.0,10.0,0.0,0,0,2,Colombia,593.0,1.560655169120493,75.58,48.428378988161164,Low
229,Arabica,North America,Guatemala,2012.0,03/26/13,Catuai,Bluish-Green,Natural,7.83,7.5,7.5,8.0,7.83,7.83,10.0,10.0,10.0,0.11,0,0,2,Guatemala,759.0,10.489329404411109,75.49,7.1968375755512035,Low
230,Arabica,Africa,Uganda,2012.0,02/12/13,Other,Green,Washed,7.83,7.75,7.5,7.83,7.83,7.75,10.0,10.0,10.0,0.11,0,0,1,Uganda,1100.0,1.4662288807336235,75.99,51.82683344907148,Low
231,Arabica,Asia,Indonesia,2017.0,05/24/18,Mandheling,Bluish-Green,Natural,7.81,7.88,7.56,7.75,7.63,7.75,10.0,10.0,10.0,0.12,0,0,0,Indonesia,367.0,1.890738855860649,76.38,40.39690608951517,Low
232,Arabica,South America,Colombia,2017.0,11/09/18,Caturra,Green,Washed,7.83,7.5,7.42,7.5,7.83,8.5,10.0,10.0,10.0,0.0,3,1,3,Colombia,593.0,1.560655169120493,74.58,47.78762245219714,Low
234,Arabica,North America,Guatemala,2016.0,04/27/17,Bourbon,Green,Washed,8.0,7.75,7.5,7.58,7.92,7.67,10.0,10.0,10.0,0.1,0,0,4,Guatemala,759.0,10.489329404411109,74.42,7.09482914786754,Low
235,Arabica,South America,Colombia,2014.0,11/05/15,Caturra,,Washed,7.92,7.75,7.67,7.75,7.67,7.67,10.0,10.0,10.0,0.0,0,0,2,Colombia,593.0,1.560655169120493,75.43,48.332265507766564,Low
236,Arabica,North America,Guatemala,2014.0,06/16/15,Bourbon,Bluish-Green,Washed,7.58,7.75,7.67,8.0,7.75,7.67,10.0,10.0,10.0,0.1,0,0,10,Guatemala,759.0,10.489329404411109,71.42,6.808824210436707,Low
237,Arabica,North America,United States,2012.0,01/24/14,Hawaiian Kona,Green,Natural,7.83,7.75,7.83,7.83,7.42,8.08,9.33,10.0,10.0,0.11,0,1,9,United States,760.0,3.175206100885427,71.07,22.38279901899334,Low
238,Arabica,North America,Mexico,2012.0,09/04/13,Typica,Green,Washed,7.67,7.75,7.67,7.75,7.67,7.75,10.0,10.0,10.0,0.11,0,1,10,Mexico,1111.0,3.033154552983397,70.75999999999999,23.328847496544736,Low
239,Arabica,Africa,Ethiopia,2012.0,08/17/13,Other,,Natural,7.92,7.92,7.83,8.0,7.92,7.92,10.0,10.0,8.67,0.09,0,0,15,Ethiopia,1330.0,2.4390243902439024,68.68,28.158800000000003,Mid
240,Arabica,North America,Costa Rica,2017.0,01/11/19,,,Washed,7.58,7.75,7.67,7.75,7.83,7.75,10.0,10.0,10.0,0.08,2,1,13,Costa Rica,746.0,1.6512292714600734,69.33,41.9869010308278,Low
241,Arabica,Africa,Ethiopia,2017.0,06/05/18,Gesha,Green,Natural,7.83,7.75,7.67,7.75,7.33,7.75,10.0,10.0,10.0,0.11,11,3,1,Ethiopia,1330.0,2.4390243902439024,74.08,30.3728,Mid
242,Arabica,North America,Honduras,2017.0,05/11/18,Caturra,Green,Washed,7.42,7.83,7.75,7.92,7.75,7.58,10.0,10.0,10.0,0.1,0,0,5,Honduras,684.0,1.230074908331466,73.75,59.95569822657234,Low
243,Arabica,North America,Guatemala,2015.0,06/09/16,Caturra,Green,Washed,7.67,7.83,7.58,7.92,7.75,7.67,10.0,10.0,10.0,0.12,0,0,7,Guatemala,759.0,10.489329404411109,72.92,6.9518266791521235,Low
244,Arabica,South America,Colombia,2014.0,12/18/15,Other,Green,Washed,7.67,7.67,7.83,7.58,7.58,7.83,10.0,10.0,10.0,0.11,0,2,7,Colombia,593.0,1.560655169120493,71.66,45.91661336718218,Low
245,Arabica,North America,Guatemala,2014.0,08/08/15,Bourbon,Green,Natural,7.92,7.67,7.42,7.92,7.75,7.83,10.0,10.0,10.0,0.1,0,0,1,Guatemala,759.0,10.489329404411109,76.00999999999999,7.246411764705881,Low
246,Arabica,North America,Guatemala,2014.0,06/27/15,Bourbon,Green,Unknown,7.75,7.83,7.5,7.83,7.58,7.67,10.0,10.0,10.0,0.1,0,0,0,Guatemala,759.0,10.489329404411109,76.16,7.260712011577423,Low
247,Arabica,South America,Colombia,2014.0,05/27/15,,Green,Washed,7.67,7.75,7.67,7.67,7.67,7.75,10.0,10.0,10.0,0.12,0,0,0,Colombia,593.0,1.560655169120493,76.18,48.81283290973959,Low
248,Arabica,South America,Colombia,2014.0,05/27/15,Caturra,Green,Natural,7.58,7.42,7.75,7.92,7.75,7.92,10.0,10.0,10.0,0.12,0,0,0,Colombia,593.0,1.560655169120493,76.34,48.91535395549383,Low
249,Arabica,South America,Colombia,2014.0,04/08/15,Caturra,Green,Washed,7.67,7.67,7.5,7.5,7.67,7.67,10.0,10.0,10.0,0.12,0,0,3,Colombia,593.0,1.560655169120493,74.18,47.53131983781154,Low
250,Arabica,Africa,Ethiopia,2013.0,01/17/15,Other,Green,Natural,7.75,7.75,7.5,7.58,7.67,7.92,10.0,10.0,10.0,0.09,0,4,40,Ethiopia,1330.0,2.4390243902439024,54.17,22.2097,Mid
252,Arabica,South America,Colombia,2013.0,06/21/14,Caturra,Green,Washed,7.67,7.83,7.67,7.75,7.67,7.75,10.0,10.0,10.0,0.11,0,0,1,Colombia,593.0,1.560655169120493,75.84,48.59497568751182,Low
253,Arabica,Africa,Kenya,2012.0,03/08/14,SL34,Green,Washed,7.67,7.83,7.5,7.75,7.92,7.67,10.0,10.0,10.0,0.0,0,0,2,Kenya,762.0,3.4132938673832114,75.34,22.072520833888564,Low
255,Arabica,Africa,Kenya,2012.0,05/31/13,SL28,Bluish-Green,Washed,7.67,7.75,7.67,7.75,7.83,7.67,10.0,10.0,10.0,0.0,0,0,0,Kenya,762.0,3.4132938673832114,76.34,22.3654929713174,Low
256,Arabica,Africa,Uganda,2012.0,02/12/13,Other,Green,Washed,7.92,7.75,7.58,7.67,7.67,7.83,10.0,10.0,10.0,0.1,0,10,26,Uganda,1100.0,1.4662288807336235,58.42,39.843711147450406,Low
259,Arabica,North America,Mexico,2017.0,07/03/18,Mundo Novo,Green,Washed,7.83,7.83,7.58,7.92,7.42,7.5,10.0,10.0,10.0,0.11,0,0,5,Mexico,1111.0,3.033154552983397,73.58000000000001,24.25857262289093,Low
266,Arabica,South America,Colombia,2015.0,08/17/16,,,Washed,7.92,7.67,7.5,7.83,7.58,7.67,10.0,10.0,10.0,0.0,0,0,0,Colombia,593.0,1.560655169120493,76.17,48.806425344379946,Low
267,Arabica,South America,Colombia,2014.0,03/11/16,,,Washed,7.83,7.75,7.58,7.58,7.75,7.75,10.0,10.0,10.0,0.0,0,1,1,Colombia,593.0,1.560655169120493,75.24000000000001,48.21052176593341,Low
268,Arabica,South America,Colombia,2014.0,12/12/15,Caturra,Green,Washed,7.75,7.58,7.67,7.83,7.83,7.67,10.0,10.0,10.0,0.0,0,0,1,Colombia,593.0,1.560655169120493,75.83,48.588568122152175,Low
270,Arabica,South America,Colombia,2014.0,01/17/15,Caturra,Green,Natural,7.67,7.83,7.67,7.75,7.67,7.83,10.0,10.0,10.0,0.12,0,0,3,Colombia,593.0,1.560655169120493,74.92,48.00547967442491,Low
271,Arabica,North America,Mexico,2012.0,07/03/13,Typica,Blue-Green,Washed,7.67,7.75,7.58,7.67,7.75,7.83,10.0,10.0,10.0,0.12,0,10,32,Mexico,1111.0,3.033154552983397,55.25,18.215359301640714,Low
272,Arabica,North America,Mexico,2012.0,06/06/13,Typica,,Washed,7.5,7.67,7.58,7.83,7.75,7.75,10.0,10.0,10.0,0.11,0,0,2,Mexico,1111.0,3.033154552983397,75.08,24.75310726456443,Low
273,Arabica,North America,Mexico,2012.0,04/02/13,Typica,Green,Washed,7.75,7.92,7.83,7.92,7.75,7.67,9.33,10.0,10.0,0.0,0,0,2,Mexico,1111.0,3.033154552983397,75.17,24.782779343064842,Low
274,Arabica,South America,Colombia,2017.0,06/30/18,Caturra,Green,Washed,7.92,7.58,7.5,7.83,7.58,7.67,10.0,10.0,10.0,0.0,0,1,6,Colombia,593.0,1.560655169120493,72.58,46.50610938026909,Low
276,Arabica,North America,Costa Rica,2015.0,06/06/17,Caturra,Blue-Green,Washed,7.67,7.67,7.75,7.67,7.5,7.75,10.0,10.0,10.0,0.0,0,0,0,Costa Rica,746.0,1.6512292714600734,76.00999999999999,46.0323719508614,Low
277,Arabica,North America,Guatemala,2016.0,05/23/17,Bourbon,Green,Washed,7.75,7.75,7.5,7.75,7.83,7.58,10.0,10.0,10.0,0.11,7,0,6,Guatemala,759.0,10.489329404411109,73.16,6.97470707414659,Low
281,Arabica,Africa,Ethiopia,2014.0,03/30/16,,Green,Natural,7.75,7.75,7.67,7.67,7.58,7.67,10.0,10.0,10.0,0.12,0,0,4,Ethiopia,1330.0,2.4390243902439024,74.09,30.376900000000003,Mid
283,Arabica,North America,Costa Rica,2013.0,06/09/15,Catuai,Green,Washed,7.83,7.42,7.5,7.83,7.75,7.83,10.0,10.0,10.0,0.1,0,0,3,Costa Rica,746.0,1.6512292714600734,74.66,45.21479923498635,Low
284,Arabica,North America,Guatemala,2014.0,05/22/15,Bourbon,Green,Washed,7.58,7.83,7.33,8.0,7.58,7.75,10.0,10.0,10.0,0.1,0,0,1,Guatemala,759.0,10.489329404411109,75.57,7.204464373882693,Low
287,Arabica,South America,Colombia,2013.0,09/03/14,Caturra,Green,Washed,7.67,7.58,7.58,7.83,7.58,7.67,10.0,10.0,10.0,0.11,0,0,1,Colombia,593.0,1.560655169120493,75.41,48.31945037704728,Low
288,Arabica,North America,Guatemala,2013.0,04/26/14,Bourbon,Green,Washed,7.5,7.83,7.5,7.83,7.83,7.67,10.0,10.0,10.0,0.11,0,0,3,Guatemala,759.0,10.489329404411109,74.66,7.1177095428620065,Low
289,Arabica,North America,Mexico,2012.0,07/26/13,Bourbon,Green,Natural,7.67,8.0,7.67,7.42,7.67,7.5,10.0,10.0,10.0,0.1,0,0,2,Mexico,1111.0,3.033154552983397,74.93,24.70365380039708,Low
290,Arabica,North America,Mexico,2012.0,06/06/13,Pacas,,Natural,7.67,7.58,7.5,7.75,7.75,7.75,10.0,10.0,10.0,0.11,0,0,4,Mexico,1111.0,3.033154552983397,74.0,24.397042322559507,Low
295,Arabica,Africa,Kenya,,01/11/19,SL28,Green,Washed,7.75,7.58,7.5,7.58,7.75,7.75,10.0,10.0,10.0,0.11,0,0,2,Kenya,762.0,3.4132938673832114,74.91,21.946542814794164,Low
297,Arabica,South America,Colombia,2017.0,09/28/18,Caturra,Green,Washed,7.83,7.83,7.58,7.58,7.58,7.58,10.0,10.0,10.0,0.11,0,0,1,Colombia,593.0,1.560655169120493,75.47999999999999,48.36430333456476,Low
299,Arabica,South America,Colombia,2016.0,02/15/18,,Green,Washed,7.92,7.75,7.5,7.67,7.75,7.5,10.0,10.0,10.0,0.0,0,1,4,Colombia,593.0,1.560655169120493,73.59,47.153273481592755,Low
301,Arabica,South America,Colombia,2015.0,11/26/16,Caturra,Green,Natural,7.75,7.67,7.5,7.67,7.58,7.83,10.0,10.0,10.0,0.0,0,0,0,Colombia,593.0,1.560655169120493,76.0,48.69749673326606,Low
302,Arabica,Africa,Uganda,2013.0,06/30/15,Bourbon,Green,Natural,8.0,7.92,7.58,7.75,7.33,7.5,10.0,10.0,10.0,0.12,0,0,0,Uganda,1100.0,1.4662288807336235,76.08,51.888215407360946,Low
303,Arabica,North America,United States,2013.0,06/09/15,Other,Green,Washed,7.83,7.83,7.83,7.67,8.0,8.17,9.33,9.33,10.0,0.12,0,0,1,United States,760.0,3.175206100885427,75.49,23.77483464111168,Low
304,Arabica,South America,Colombia,2014.0,02/05/15,Caturra,Green,Washed,7.67,7.67,7.67,7.92,7.5,7.67,10.0,10.0,10.0,0.0,0,0,5,Colombia,593.0,1.560655169120493,73.6,47.15968104695239,Low
305,Arabica,South America,Colombia,2014.0,01/24/15,Other,Green,Washed,7.67,7.42,7.42,7.42,8.0,8.33,10.0,10.0,10.0,0.0,0,0,3,Colombia,593.0,1.560655169120493,74.75999999999999,47.90295862867066,Low
306,Arabica,South America,Colombia,2013.0,11/22/14,Caturra,Blue-Green,Washed,7.58,7.67,7.75,7.67,7.67,7.67,10.0,10.0,10.0,0.0,0,0,1,Colombia,593.0,1.560655169120493,75.51,48.38352603064369,Low
307,Arabica,South America,Colombia,2013.0,08/27/14,Caturra,Green,Washed,7.75,7.67,7.75,7.58,7.42,8.0,10.0,10.0,10.0,0.11,0,0,3,Colombia,593.0,1.560655169120493,74.67,47.8452905404339,Low
308,Arabica,North America,United States,2013.0,05/02/14,Hawaiian Kona,Bluish-Green,Natural,7.25,7.42,7.67,7.58,7.83,8.25,10.0,10.0,10.0,0.0,0,0,0,United States,760.0,3.175206100885427,76.0,23.93545413597149,Low
309,Arabica,North America,Mexico,2012.0,09/27/13,Caturra,,Natural,7.83,7.58,7.58,7.5,7.75,7.67,10.0,10.0,10.0,0.13,0,5,5,Mexico,1111.0,3.033154552983397,70.91,23.37830096071209,Low
310,Arabica,North America,Guatemala,2012.0,05/24/13,Caturra,Bluish-Green,Washed,7.67,7.58,7.58,7.67,7.75,7.75,10.0,10.0,10.0,0.11,0,0,1,Guatemala,759.0,10.489329404411109,75.5,7.19779092534264,Low
315,Arabica,Africa,Kenya,2017.0,09/01/18,SL28,Bluish-Green,Washed,8.08,7.67,7.67,7.58,7.25,7.67,10.0,10.0,10.0,0.11,0,0,0,Kenya,762.0,3.4132938673832114,75.92,22.24244467359729,Low
316,Arabica,North America,Honduras,2016.0,05/11/18,Caturra,Green,Washed,7.5,7.5,7.67,7.67,8.0,8.0,10.0,10.0,10.0,0.1,0,0,2,Honduras,684.0,1.230074908331466,75.34,61.248302432406234,Low
322,Arabica,South America,Colombia,2014.0,11/21/15,Caturra,,Washed,7.5,7.75,7.5,7.75,7.67,7.67,10.0,10.0,10.0,0.11,0,0,4,Colombia,593.0,1.560655169120493,73.84,47.31346261558376,Low
323,Arabica,North America,Guatemala,2014.0,02/27/15,Bourbon,Green,Washed,8.0,7.5,7.33,8.0,8.0,8.0,9.33,10.0,10.0,0.1,0,0,0,Guatemala,759.0,10.489329404411109,76.16,7.260712011577423,Low
324,Arabica,South America,Colombia,2013.0,10/29/14,Caturra,Green,Washed,7.83,7.75,7.67,7.58,7.58,7.67,10.0,10.0,10.0,0.0,0,0,3,Colombia,593.0,1.560655169120493,74.58,47.78762245219714,Low
325,Arabica,South America,Colombia,2013.0,08/16/14,Caturra,Green,Washed,7.67,7.67,7.67,7.67,7.33,7.75,10.0,10.0,10.0,0.0,0,0,1,Colombia,593.0,1.560655169120493,75.25999999999999,48.223336896652675,Low
326,Arabica,North America,Guatemala,2013.0,05/30/14,Bourbon,Green,Washed,7.67,7.67,7.42,7.67,8.0,7.75,10.0,10.0,10.0,0.12,0,1,3,Guatemala,759.0,10.489329404411109,74.18,7.071948752873074,Low
327,Arabica,North America,Guatemala,2013.0,02/26/14,Bourbon,Green,Washed,7.83,7.67,7.33,7.67,7.67,7.83,10.0,10.0,10.0,0.11,0,0,2,Guatemala,759.0,10.489329404411109,75.0,7.150123435770834,Low
328,Arabica,South America,Colombia,2012.0,11/22/13,Caturra,Green,Washed,7.75,7.75,7.58,7.83,7.17,7.75,10.0,10.0,10.0,0.11,0,0,1,Colombia,593.0,1.560655169120493,75.33,48.26818985417016,Low
329,Arabica,North America,Guatemala,2012.0,08/23/13,Caturra,Green,Natural,8.17,8.17,7.83,7.67,8.08,7.75,9.33,9.33,9.33,0.11,0,0,1,Guatemala,759.0,10.489329404411109,75.16,7.165377032433812,Low
330,Arabica,North America,Guatemala,2012.0,07/09/13,Bourbon,Green,Washed,7.67,8.17,7.5,7.42,7.58,7.83,10.0,10.0,10.0,0.11,0,0,13,Guatemala,759.0,10.489329404411109,69.66999999999999,6.641987996935386,Low
331,Arabica,North America,Mexico,2012.0,07/02/13,Typica,Green,Washed,7.67,7.5,7.5,7.33,7.83,8.25,10.0,10.0,10.0,0.12,0,4,11,Mexico,1111.0,3.033154552983397,68.58,22.61012381731258,Low
332,Arabica,Asia,Indonesia,2012.0,05/23/13,Typica,Green,Washed,8.17,7.67,7.58,7.58,7.42,7.67,10.0,10.0,10.0,0.12,0,0,0,Indonesia,367.0,1.890738855860649,76.09,40.243526896454696,Low
333,Arabica,North America,Guatemala,2012.0,04/30/13,Caturra,Green,Washed,7.67,7.5,7.33,8.0,7.67,7.67,10.0,10.0,10.0,0.1,0,0,0,Guatemala,759.0,10.489329404411109,75.84,7.230204818251468,Low
336,Arabica,North America,Guatemala,2016.0,07/05/17,Caturra,Green,Washed,7.75,7.75,7.5,7.83,7.58,7.58,10.0,10.0,10.0,0.11,1,0,0,Guatemala,759.0,10.489329404411109,75.99,7.244505065123009,Low
337,Arabica,South America,Colombia,2016.0,04/15/17,Caturra,Green,Washed,7.75,7.75,7.58,7.58,7.67,7.58,10.0,10.0,10.0,0.11,0,0,4,Colombia,593.0,1.560655169120493,73.91,47.35831557310124,Low
339,Arabica,South America,Colombia,2015.0,11/18/16,Caturra,Green,Washed,7.67,7.75,7.58,7.67,7.75,7.58,10.0,10.0,10.0,0.12,0,0,3,Colombia,593.0,1.560655169120493,74.5,47.73636192932002,Low
340,Arabica,North America,Mexico,2014.0,05/11/16,Caturra,Green,Washed,7.75,7.75,7.58,7.58,7.5,7.67,10.0,10.0,10.0,0.12,0,1,13,Mexico,1111.0,3.033154552983397,68.83,22.6925462575915,Low
341,Arabica,Africa,Ethiopia,2014.0,03/24/16,Other,,Washed,7.75,7.67,7.58,7.67,7.5,7.67,10.0,10.0,10.0,0.0,0,0,7,Ethiopia,1330.0,2.4390243902439024,72.34,29.6594,Mid
342,Arabica,Africa,Uganda,2013.0,06/27/15,SL14,Green,Washed,7.67,7.67,7.42,7.75,7.75,7.67,10.0,10.0,10.0,0.12,0,0,5,Uganda,1100.0,1.4662288807336235,73.43,50.0808577466156,Low
343,Arabica,South America,Colombia,2014.0,06/24/15,Caturra,Green,Natural,7.67,7.58,7.67,7.67,7.67,7.67,10.0,10.0,10.0,0.0,0,0,0,Colombia,593.0,1.560655169120493,75.93,48.65264377574858,Low
344,Arabica,South America,Colombia,2014.0,03/13/15,Caturra,Green,Washed,7.67,7.58,7.67,7.58,7.67,7.75,10.0,10.0,10.0,0.12,0,0,1,Colombia,593.0,1.560655169120493,75.42,48.32585794240693,Low
345,Arabica,South America,Colombia,2014.0,03/21/15,Caturra,,Washed,7.75,7.58,7.5,7.58,7.75,7.83,10.0,10.0,10.0,0.0,0,0,0,Colombia,593.0,1.560655169120493,75.99,48.69108916790641,Low
347,Arabica,South America,Colombia,2012.0,08/31/13,Caturra,Green,Washed,7.67,7.67,7.58,7.67,7.75,7.58,10.0,10.0,10.0,0.11,0,0,3,Colombia,593.0,1.560655169120493,74.42,47.6851014064429,Low
